Index,frame
0,0.0192645
1,0.0086792
2,0.01668
3,0.008284
4,0.0083448
5,0.0075244
6,0.0116253
7,0.0132179
8,0.0147717
9,0.006862
10,0.0154645
11,0.00815
12,0.0099962
13,0.0146922
14,0.0102916
15,0.0100362
16,0.0191211
17,0.008302
18,0.0105956
19,0.0138041
20,0.008376
21,0.0144087
22,0.0066821
23,0.0174301
24,0.0113408
25,0.0059061
26,0.0132887
27,0.0211341
28,0.0081572
29,0.0024323
30,0.0201339
31,0.0083177
32,0.0145558
33,0.0088659
34,0.0070713
35,0.0171208
36,0.008899
37,0.0100519
38,0.0134704
39,0.0123607
40,0.0154938
41,0.0053056
42,0.0114353
43,0.011884
44,0.0167454
45,0.0061152
46,0.0120153
47,0.0154128
48,0.0153382
49,0.0039298
50,0.0138407
51,0.0120608
52,0.0106528
53,0.0104165
54,0.0111726
55,0.0118722
56,0.0147713
57,0.0084152
58,0.0124197
59,0.0159284
60,0.008407
61,0.0105331
62,0.0141489
63,0.0146819
64,0.009442
65,0.009009
66,0.0161969
67,0.0136165
68,0.0069781
69,0.0146997
70,0.0184591
71,0.0028431
72,0.0149964
73,0.0091866
74,0.0101109
75,0.0151896
76,0.0079152
77,0.01008
78,0.0116626
79,0.0174076
80,0.0107372
81,0.0073493
82,0.0118906
83,0.0174327
84,0.014164
85,0.0106084
86,0.0129815
87,0.0111369
88,0.0108381
89,0.0049434
90,0.01193
91,0.0120028
92,0.0108684
93,0.0150895
94,0.010456
95,0.009431
96,0.0208055
97,0.011672
98,0.0035901
99,0.018292
100,0.0091276
101,0.0103904
102,0.008811
103,0.0130363
104,0.0141163
105,0.0072326
106,0.0143989
107,0.0140155
108,0.0102492
109,0.0139704
110,0.0085127
111,0.0103612
112,0.0146535
113,0.0181041
114,0.014467
115,0.0120202
116,0.0036676
117,0.0071912
118,0.0142429
119,0.0157188
120,0.0112583
121,0.0095185
122,0.0074048
123,0.0182644
124,0.0100435
125,0.0070233
126,0.0111494
127,0.0162762
128,0.0120191
129,0.0067669
130,0.0115096
131,0.0122901
132,0.0135599
133,0.0104618
134,0.0129926
135,0.0122645
136,0.0178292
137,0.0158062
138,0.0044302
139,0.0111548
140,0.0065404
141,0.0142519
142,0.0126826
143,0.0105723
144,0.0160378
145,0.0091474
146,0.0083507
147,0.0174861
148,0.0129365
149,0.0069567
150,0.0084943
151,0.0354229
152,0.0028386
153,0.0038456
154,0.0084415
155,0.0090425
156,0.0160178
157,0.0135877
158,0.0158177
159,0.0065592
160,0.0126136
161,0.0059797
162,0.0153263
163,0.0095616
164,0.0091437
165,0.0116987
166,0.0126878
167,0.0139774
168,0.0123727
169,0.0083787
170,0.0159724
171,0.0132126
172,0.0111264
173,0.0076165
174,0.0178742
175,0.0070995
176,0.0085107
177,0.0138657
178,0.0096089
179,0.0209634
180,0.010429
181,0.0077962
182,0.0155577
183,0.0074978
184,0.0151893
185,0.0092693
186,0.0093037
187,0.0136722
188,0.0128141
189,0.0069813
190,0.0128111
191,0.0099274
192,0.0141793
193,0.0109122
194,0.0119687
195,0.0121358
196,0.011902
197,0.0142841
198,0.0080435
199,0.01855
200,0.0105308
201,0.0091057
202,0.0103797
203,0.0141237
204,0.0088331
205,0.0103967
206,0.0122422
207,0.0108596
208,0.0139597
209,0.0094415
210,0.0167492
211,0.0124239
212,0.0056933
213,0.0120091
214,0.0156436
215,0.0101516
216,0.0137989
217,0.0072078
218,0.0116824
219,0.0139718
220,0.0144131
221,0.0061943
222,0.0119391
223,0.012681
224,0.0167406
225,0.0101333
226,0.0090967
227,0.017527
228,0.0103774
229,0.0061743
230,0.0112839
231,0.016688
232,0.013966
233,0.017623
234,0.0053876
235,0.0065407
236,0.0138538
237,0.0082002
238,0.0129686
239,0.0096716
240,0.0138748
241,0.0096654
242,0.0191405
243,0.0120825
244,0.0118826
245,0.0077116
246,0.0099469
247,0.011384
248,0.016755
249,0.0056362
250,0.0171592
251,0.0124188
252,0.0104979
253,0.0068716
254,0.0177666
255,0.0096928
256,0.0096373
257,0.0089261
258,0.011516
259,0.012355
260,0.0157399
261,0.0077104
262,0.0111468
263,0.0161822
264,0.0093108
265,0.0104068
266,0.0115882
267,0.0188819
268,0.0092809
269,0.0063375
270,0.0161103
271,0.0127554
272,0.0098589
273,0.0081655
274,0.0118047
275,0.0131025
276,0.0153977
277,0.0065831
278,0.0196954
279,0.0082418
280,0.0084996
281,0.0114713
282,0.0133265
283,0.0155459
284,0.0120306
285,0.0057251
286,0.0113137
287,0.0210097
288,0.010601
289,0.0061825
290,0.01534
291,0.0093545
292,0.0103183
293,0.0095997
294,0.0117289
295,0.0136268
296,0.012716
297,0.0130736
298,0.009129
299,0.0137919
