Index,frame
0,86.7765
1,87.4779
2,87.2306
3,87.6341
4,87.487
5,88.5771
6,88.2002
7,87.7008
8,88.6028
9,87.7359
10,86.8754
11,87.4996
12,87.5464
13,87.4879
14,88.1847
15,87.7656
16,87.2339
17,87.7137
18,87.4615
19,87.3204
20,87.1033
21,87.1032
22,87.7632
23,87.2047
24,87.1867
25,87.0075
26,87.7707
27,85.8951
28,86.5612
29,87.1737
30,87.6836
31,86.5064
32,86.9184
33,86.6115
34,86.7523
35,87.6643
36,86.772
37,87.272
38,87.0559
39,87.0027
40,86.6645
41,87.0903
42,86.8098
43,86.6213
44,87.8704
45,87.6852
46,86.6429
47,86.837
48,85.197
49,85.8334
50,87.5689
51,86.7311
52,86.5077
53,86.9833
54,86.7421
55,87.4542
56,86.8135
57,87.4166
58,87.2854
59,88.0365
60,87.5903
61,87.2317
62,87.5012
63,87.7608
64,87.3553
65,87.0924
66,87.0724
67,87.0452
68,87.018
69,86.8514
70,87.4259
71,86.4668
72,85.9676
73,86.3561
74,86.9962
75,86.4296
76,87.1235
77,87.1362
78,87.1998
79,87.0722
80,87.2593
81,87.3511
82,86.391
83,87.3035
84,87.2347
85,86.849
86,86.7758
87,87.084
88,87.6307
89,87.2767
90,86.9106
91,87.9489
92,87.0572
93,87.8712
94,87.0132
95,86.8765
96,87.3433
97,86.9336
98,86.9317
99,87.1816
100,87.7866
101,87.5048
102,87.4776
103,87.7249
104,87.6094
105,87.1439
106,87.689
107,87.3445
108,89.314
109,88.331
110,87.2692
111,87.4288
112,87.992
113,86.8952
114,87.5996
115,87.3749
116,87.2142
117,85.9411
118,86.6922
119,87.1115
120,87.2405
121,87.2362
122,87.0523
123,87.2555
124,87.2127
125,87.1709
126,86.4627
127,86.8525
128,87.3805
129,87.6502
130,87.3905
131,88.0978
132,88.4371
133,88.0265
134,87.2655
135,88.0305
136,87.1172
137,87.0157
138,87.3327
139,87.4011
140,87.1101
141,87.1833
142,87.5571
143,87.2609
144,87.121
145,87.2183
146,87.3877
147,88.6751
148,87.143
149,87.2209
150,87.1271
151,87.208
152,87.4441
153,87.3198
154,87.3424
155,87.6667
156,87.4601
157,86.8929
158,87.4221
159,87.1934
160,86.9547
161,86.2851
162,86.7246
163,86.9425
164,87.2467
165,87.2894
166,87.1394
167,87.2355
168,87.2067
169,87.232
170,87.4759
171,87.2801
172,87.4013
173,87.6627
174,87.1867
175,87.1763
176,87.0026
177,88.4012
178,87.9362
179,87.2335
180,87.2732
181,87.387
182,87.6406
183,86.9405
184,87.5841
185,87.2791
186,87.7588
187,86.86
188,87.3203
189,87.246
190,87.2804
191,87.3976
192,87.2633
193,87.043
194,87.1602
195,87.577
196,87.4962
197,87.1695
198,87.0723
199,87.6497
200,87.4408
201,87.6126
202,87.2573
203,87.3608
204,87.6861
205,87.6964
206,87.7942
207,87.4752
208,88.1677
209,87.4782
210,88.2245
211,87.6045
212,87.7813
213,87.3499
214,88.22
215,87.848
216,87.0422
217,88.1999
218,87.8582
219,87.6826
220,87.6528
221,88.3361
222,88.0789
223,87.818
224,87.7005
225,88.1613
226,88.0344
227,87.8062
228,87.2712
229,88.1756
230,87.8801
231,87.9555
232,87.7125
233,88.3538
234,87.6261
235,87.8461
236,88.6346
237,88.4155
238,87.7519
239,88.3508
240,89.0951
241,88.3452
242,88.0716
243,88.8887
244,88.5242
245,87.589
246,88.3732
247,89.3656
248,87.9938
249,87.5347
250,88.3787
251,88.5076
252,88.318
253,88.3811
254,88.7112
255,88.1426
256,88.2815
257,88.1609
258,88.6761
259,88.2142
260,87.693
261,87.7904
262,88.9351
263,88.3306
264,87.9042
265,87.7884
266,88.1411
267,87.9899
268,87.5301
269,87.799
270,87.9098
271,87.8882
272,87.5767
273,87.6618
274,87.9396
275,87.6974
276,87.7335
277,88.1121
278,87.6694
279,87.4963
280,87.6972
281,87.9522
282,87.8021
283,87.8584
284,88.0413
285,87.7301
286,87.7527
287,86.9901
288,87.814
289,87.7408
290,87.2122
291,87.8226
292,88.1385
293,87.7184
294,87.5658
295,87.8981
296,87.778
297,87.2271
298,87.2053
299,87.502
