Index,frame
0,82.9613
1,83.2682
2,81.8259
3,81.1802
4,81.4624
5,82.1106
6,83.2076
7,83.1999
8,83.6774
9,83.4116
10,83.7247
11,83.5043
12,82.0934
13,82.6517
14,83.4914
15,83.0454
16,83.6359
17,83.8269
18,83.737
19,83.583
20,83.6234
21,82.9975
22,83.7022
23,83.3381
24,83.3837
25,83.8967
26,83.288
27,82.5577
28,83.0697
29,83.0307
30,83.3745
31,82.9051
32,82.9359
33,83.4902
34,83.1337
35,83.3408
36,82.9957
37,82.8785
38,83.3939
39,84.064
40,82.7314
41,75.0557
42,75.1251
43,75.9169
44,76.445
45,76.667
46,77.7678
47,77.9015
48,77.4693
49,77.1506
50,77.3958
51,77.3865
52,79.9628
53,80.0865
54,80.5721
55,78.5479
56,78.8333
57,77.8837
58,76.2068
59,76.2694
60,77.1645
61,76.2877
62,78.1794
63,79.8354
64,70.0757
65,70.383
66,70.5829
67,71.1411
68,68.6828
69,69.3576
70,69.6235
71,70.5706
72,72.0336
73,71.993
74,71.2968
75,71.8896
76,71.4717
77,71.1771
78,70.7854
79,70.6384
80,70.1172
81,70.6921
82,70.2151
83,70.4511
84,69.9277
85,69.8751
86,70.0465
87,70.4008
88,70.5318
89,70.0687
90,70.9189
91,72.1569
92,72.0964
93,71.5114
94,71.8366
95,71.0316
96,71.4279
97,72.0998
98,71.6397
99,73.0268
100,73.4853
101,79.5505
102,79.3155
103,77.5955
104,77.1642
105,77.5992
106,76.9189
107,76.9164
108,76.9933
109,77.0148
110,76.6986
111,76.9994
112,76.336
113,75.9839
114,75.8823
115,77.3679
116,76.8763
117,77.2036
118,79.1557
119,78.342
120,77.143
121,78.5963
122,77.7219
123,76.2161
124,88.2386
125,87.12
126,85.9983
127,83.5136
128,87.5009
129,87.2464
130,86.8033
131,84.9816
132,83.9098
133,83.7853
134,84.7696
135,82.8789
136,82.2881
137,82.9343
138,84.2856
139,83.6839
140,84.9449
141,85.0651
142,85.5816
143,85.5629
144,85.4458
145,85.3939
146,84.3649
147,85.5311
148,84.7928
149,85.4898
150,83.7709
151,83.2609
152,82.9212
153,82.269
154,82.1668
155,83.853
156,83.4995
157,82.7394
158,83.1249
159,82.5639
160,82.4267
161,83.2204
162,82.6845
163,82.6445
164,82.473
165,82.2165
166,82.478
167,82.3495
168,82.0938
169,82.5395
170,82.7236
171,82.0248
172,82.2582
173,82.1645
174,83.2591
175,82.938
176,82.2853
177,81.9571
178,82.2345
179,81.9289
180,83.232
181,81.6705
182,81.7959
183,82.7958
184,82.3181
185,82.3243
186,82.0903
187,83.2544
188,83.2859
189,81.4946
190,82.1018
191,83.1847
192,83.1543
193,82.7217
194,82.2038
195,83.3274
196,84.0282
197,83.5038
198,82.7847
199,83.3074
200,83.455
201,83.1704
202,83.2112
203,82.9865
204,83.1768
205,83.2989
206,84.1426
207,82.4488
208,83.0728
209,83.002
210,83.0611
211,82.4733
212,82.8814
213,84.5192
214,84.0696
215,83.5272
216,83.4677
217,83.5292
218,83.698
219,83.4496
220,83.0679
221,83.745
222,83.04
223,84.1113
224,84.4667
225,83.751
226,82.6958
227,82.45
228,83.1502
229,83.6871
230,83.4771
231,82.7671
232,83.0188
233,83.9623
234,83.8054
235,83.4419
236,83.5859
237,83.2782
238,84.015
239,84.0969
240,83.493
241,84.2231
242,83.6877
243,83.1101
244,83.3602
245,82.5036
246,83.0054
247,83.2244
248,82.7082
249,84.3151
250,83.6213
251,83.1124
252,83.048
253,82.6887
254,83.1099
255,83.0255
256,82.9902
257,83.4654
258,83.387
259,83.3127
260,82.7595
261,82.9977
262,82.8425
263,82.6604
264,82.71
265,82.4254
266,80.9861
267,81.6706
268,81.1507
269,81.1888
270,81.0829
271,81.2106
272,82.0433
273,82.0208
274,82.5574
275,82.3828
276,82.3779
277,82.2221
278,81.8826
279,82.8142
280,83.0104
281,82.0534
282,82.3537
283,82.2888
284,82.2493
285,82.3947
286,82.7107
287,83.0679
288,82.9541
289,82.3181
290,82.2246
291,83.3605
292,83.5209
293,83.1548
294,82.4122
295,82.5834
296,82.2283
297,83.0915
298,82.2699
299,82.441
