Average,139.7256633,76.01867,137.47279
Index,SSAO,HBAO,GTAO
0,137.848,77.3722,135.75
1,134.838,77.1855,136.662
2,134.794,77.0682,136.862
3,136.285,77.165,136.32
4,138.134,77.1399,133.752
5,137.259,78.5224,134.167
6,138.421,77.2232,135.08
7,137.273,76.9509,134.774
8,137.161,76.5782,135.718
9,137.124,77.0438,135.957
10,136.588,76.5851,133.964
11,136.07,76.1899,132.949
12,136.571,76.9399,134.629
13,137.524,76.8205,135.969
14,137.053,77.1732,136.907
15,136.098,76.6886,136.887
16,137.602,76.3238,135.245
17,136.677,76.3842,135.602
18,137.159,76.3173,134.729
19,136.575,76.2131,135.511
20,136.336,76.466,137.187
21,137.796,76.5135,140.5
22,137.176,76.4947,140.418
23,136.702,76.4576,139.317
24,135.175,76.6176,139.35
25,135.9,76.0597,138.952
26,137.177,75.9135,139.725
27,137.144,76.2789,138.809
28,137.685,76.2546,137.84
29,137.139,76.3187,138.036
30,137.139,75.0601,139.531
31,137.098,75.5385,139.761
32,137.636,76.1044,138.677
33,137.495,76.3087,137.824
34,136.687,76.3523,138.683
35,137.193,76.2488,139.85
36,137.202,76.3552,140.455
37,137.439,75.8576,139.377
38,136.09,75.863,139.519
39,134.735,75.8152,139.242
40,136.555,76.1917,137.291
41,138.143,76.3515,135.089
42,138.23,76.0711,135.571
43,136.782,74.5422,137.164
44,137.213,75.9742,137.138
45,137.225,75.2954,137.196
46,137.352,75.7447,137.636
47,137.279,76.1533,137.058
48,136.969,75.0295,137.131
49,137.226,76.0746,137.637
50,137.351,75.7526,137.156
51,136.28,76.5351,137.562
52,137.54,76.1875,137.21
53,138.024,75.7354,137.754
54,137.128,75.8088,136.479
55,136.456,75.6438,137.141
56,137.19,75.4363,136.574
57,137.791,75.5789,137.154
58,137.128,76.2304,136.774
59,137.582,76.2254,137.116
60,143.481,75.9825,138.402
61,147.07,75.9106,137.832
62,146.662,75.4556,137.417
63,144.076,75.5955,142.179
64,140.497,75.7807,143.503
65,142.216,76.0221,142.544
66,141.992,76.3434,141.514
67,140.974,76.0946,141.234
68,140.383,76.2148,140.815
69,141.665,75.5102,141.573
70,141.801,76.4304,143.556
71,142.847,76.6853,143.973
72,141.6,76.1216,141.705
73,140.987,76.056,141.661
74,141.304,75.4374,142.013
75,143.06,76.0065,142.088
76,142.485,76.4816,141.211
77,141.825,76.6089,141.226
78,141.215,76.5691,141.532
79,142.298,76.0581,140.591
80,142.639,76.2576,139.188
81,141.66,75.4259,137.031
82,141.613,75.6088,138.832
83,142.209,75.1732,139.375
84,143.725,75.6638,138.969
85,142.231,76.6227,138.281
86,141.543,75.3422,138.403
87,141.6,76.1249,139.908
88,140.464,75.8559,140.292
89,141.562,75.7319,140.844
90,141.024,77.4869,140.296
91,141.177,76.6794,137.115
92,141.419,76.0421,136.19
93,142.513,75.8702,137.995
94,142.238,75.8986,137.343
95,140.197,75.6737,137.15
96,141.574,75.9236,136.904
97,141.891,76.2544,134.509
98,142.833,76.2168,131.025
99,143.857,76.2434,130.408
100,142.308,75.3588,133.171
101,141.646,75.6454,134.915
102,142.042,75.5663,134.413
103,141.65,77.425,130.983
104,141.598,76.2682,129.727
105,141.22,76.5734,130.206
106,142.261,76.2354,130.942
107,142.332,75.811,130.952
108,142.285,76.8159,130.852
109,141.6,75.4338,131.068
110,141.032,75.9842,130.897
111,142.614,75.9946,130.648
112,140.787,75.888,130.916
113,141.408,76.1025,130.894
114,141.649,75.602,131.507
115,142.419,76.0821,130.34
116,141.626,76.3311,131.469
117,141.06,76.1762,130.485
118,141.696,75.9505,131.245
119,141.768,75.5751,130.937
120,140.848,75.7774,130.628
121,141.626,75.8147,128.376
122,141.665,76.4676,129.225
123,143.065,76.1858,128.26
124,145.181,76.0001,127.919
125,143.966,75.6124,126.498
126,143.619,75.7601,126.738
127,144.688,75.8961,127.695
128,145.347,75.879,127.716
129,143.96,76.227,127.447
130,144.973,75.8808,127.084
131,143.54,75.9067,127.051
132,144.851,75.8751,127.343
133,144.673,75.7497,126.437
134,144.813,76.3736,127.054
135,144.049,75.8496,126.72
136,144.735,75.8055,127.441
137,144.767,75.7937,127.512
138,144.411,75.5367,127.417
139,142.985,76.0058,127.88
140,141.182,75.6904,129.024
141,140.713,76.4899,131.035
142,141.611,76.331,128.648
143,141.253,76.8519,128.218
144,140.552,76.3934,128.128
145,141.271,75.2415,129.128
146,141.638,77.1612,129.427
147,141.26,75.5558,128.984
148,142.931,76.1724,129.501
149,141.193,76.2533,129.151
150,142.223,75.7959,125.803
151,142.051,76.1009,129.103
152,141.325,75.9487,132.305
153,141.63,76.1701,131.147
154,142.095,76.1582,129.595
155,143.093,76.3973,129.91
156,140.711,75.5565,131.445
157,140.194,75.6787,133.366
158,141.647,75.6395,136.691
159,142.036,75.7394,137.828
160,141.595,76.6607,137.001
161,141.081,76.3901,133.441
162,141.44,75.6616,133.745
163,141.45,75.7585,136.634
164,141.674,75.5567,139.074
165,141.337,75.9181,138.567
166,137.752,75.5556,136.782
167,139.476,76.1091,137.194
168,141.445,75.883,137.23
169,141.635,76.4648,137.124
170,142.028,76.0629,136.603
171,141.66,75.9352,136.675
172,141.841,76.0915,137.092
173,142.282,76.0113,137.133
174,140.947,76.2717,137.144
175,140.493,75.9297,137.135
176,141.474,75.8786,135.757
177,142.197,75.9473,136.41
178,141.658,75.8483,137.119
179,141.545,76.3642,136.622
180,140.206,76.1971,136.916
181,138.386,76.1222,139.547
182,138.386,76.0133,139.351
183,136.027,75.507,140.152
184,134.241,75.3312,140.881
185,134.048,75.4696,142.371
186,134.521,75.7121,142.162
187,134.566,75.9736,141.581
188,134.507,75.7207,141.102
189,134.666,75.8653,141.071
190,134.691,75.9164,141.63
191,135.352,76.0999,141.681
192,134.972,76.181,141.641
193,134.993,76.2943,141.415
194,134.513,76.0268,140.789
195,134.911,76.0937,141.725
196,134.437,75.9228,142.035
197,134.956,75.7267,141.139
198,134.588,76.4021,141.302
199,134.551,76.3431,141.676
200,137.571,76.1643,142.172
201,137.421,75.4025,141.579
202,137.14,75.7908,142.245
203,137.681,76.0164,142.565
204,138.161,75.9886,143.017
205,137.577,76.6798,143.095
206,137.198,76.0551,142.03
207,137.148,76.5347,141.572
208,137.143,76.0024,141.247
209,137.443,76.0495,142.06
210,137.211,76.3189,145.716
211,137.213,76.0832,143.38
212,137.668,76.2117,141.733
213,137.187,75.9555,142.156
214,137.165,75.4763,143.697
215,137.159,75.907,142.829
216,137.483,76.3394,141.477
217,137.786,76.4571,141.646
218,137.107,76.5298,142.034
219,137.193,76.403,141.632
220,137.213,76.0544,141.968
221,137.097,75.8706,145.807
222,137.066,76.608,144.814
223,137.7,76.3481,143.665
224,136.968,76.5585,144.027
225,137.235,76.173,143.558
226,140.983,76.5114,143.672
227,138.869,75.9109,142.143
228,137.3,76.0485,144.003
229,137.143,76.1355,143.913
230,137.14,76.0823,144.604
231,137.122,76.2384,144.319
232,136.599,76.0439,144.036
233,137.143,75.9331,143.504
234,137.342,76.1258,143.36
235,134.983,76.1048,144.672
236,135.805,76.1162,145.548
237,137.158,76.0375,145.293
238,137.146,75.6131,143.516
239,137.675,74.321,142.251
240,139.207,75.2869,142.633
241,140.557,75.5691,141.563
242,140.292,75.8659,141.151
243,142.299,76.3839,141.634
244,143.795,76.5743,141.614
245,145.134,76.5643,141.58
246,144.754,76.3745,140.856
247,144.452,75.8508,139.631
248,143.751,76.0167,141.774
249,144.413,76.0652,142.202
250,144.349,75.9548,140.937
251,143.998,75.8171,138.258
252,143.088,75.5998,138.019
253,141.31,75.7366,140.376
254,141.566,75.7949,140.18
255,141.663,75.8725,139.681
256,141.95,76.0334,138.733
257,141.681,76.328,139.798
258,142.002,75.7646,139.687
259,143.038,75.1322,138.865
260,141.106,75.6053,139.371
261,141.117,76.5538,139.396
262,141.644,76.1122,139.645
263,141.605,75.8212,138.588
264,141.64,75.8426,137.6
265,141.725,75.8363,137.625
266,141.576,75.5424,139.342
267,141.357,75.4809,139.01
268,141.621,75.9113,139.734
269,141.282,75.6295,139.399
270,138.034,75.7771,138.99
271,137.961,75.8009,139.7
272,139.386,75.6958,139.073
273,138.798,75.6916,139.644
274,139.371,76.3181,139.321
275,138.667,75.9019,139.025
276,138.676,75.5325,139.451
277,139.774,75.6544,139.024
278,138.138,75.3122,138.672
279,139.399,75.6422,137.806
280,139.339,75.2689,139.356
281,139.83,75.8023,139.365
282,139.013,75.8448,140.006
283,138.511,75.6439,139.673
284,139.492,75.5989,139.194
285,138.946,74.7907,139.579
286,137.192,75.028,139.503
287,137.747,75.256,141.039
288,139.299,75.361,139.316
289,138.802,75.5151,139.437
290,139.838,75.5539,138.836
291,138.871,75.5164,137.841
292,140.432,75.4114,137.644
293,139.284,74.8627,139.847
294,139.815,75.1577,139.537
295,142.534,75.2691,137.14
296,140.31,75.3756,135.718
297,139.281,75.366,137.15
298,138.577,75.9055,137.16
299,139.319,77.0769,139.314
