Average,141.0255333,77.88542033,138.7519533
Index,SSAO,HBAO,GTAO
0,137.712,78.4057,141.906
1,130.859,79.2751,140.611
2,129.152,80.5853,139.284
3,129.54,79.5002,138.516
4,130.769,78.9684,138.383
5,131.037,78.8189,138.412
6,131.525,78.8833,139.905
7,132.159,78.4876,139.437
8,133.539,79.2251,139.668
9,131.898,79.2389,138.682
10,130.145,79.3986,139.295
11,129.989,79.0423,139.241
12,129.083,78.6482,140.301
13,128.542,78.0043,140.222
14,126.748,78.3323,142.996
15,128.084,78.3384,141.023
16,128.103,78.4793,139.171
17,128.938,78.3997,139.568
18,128.772,79.3718,140.273
19,128.833,78.8491,139.422
20,129.187,78.7068,141.401
21,129.114,79.1648,140.636
22,129.256,78.2351,138.718
23,129.099,79.1095,126.119
24,129.154,78.4341,125.796
25,129.377,79.036,124.921
26,128.707,79.0389,125.901
27,128.943,78.8282,127.167
28,129.083,78.9518,125.477
29,129.017,78.6645,126.588
30,128.125,79.4412,127.249
31,129.008,79.1214,127.017
32,129.234,79.2376,126.472
33,129.301,78.6537,127.068
34,129.164,78.5612,126.407
35,129.142,79.327,127.093
36,128.488,79.0698,126.075
37,128.601,78.7453,125.846
38,129.611,78.986,127.272
39,129.246,78.7578,126.175
40,129.094,79.9799,126.911
41,128.773,79.8802,126.481
42,128.916,79.4181,126.863
43,129.747,79.1859,126.471
44,128.323,78.2495,126.946
45,128.252,79.2728,127.046
46,129.109,79.1046,126.814
47,130.648,79.3577,127.048
48,128.86,78.7238,128.124
49,129.382,78.8196,126.278
50,128.971,78.977,122.196
51,129.125,78.8173,121
52,128.641,80.1421,120.63
53,129.198,79.0601,121.882
54,129.454,78.628,121.737
55,131.796,78.7548,122.15
56,131.548,78.5662,121.309
57,130.672,79.8005,121.888
58,130.179,79.7352,121.796
59,131.432,79.101,122.078
60,134.471,79.82,123.121
61,141.138,77.8048,124.203
62,143.979,77.4115,125.144
63,143.159,76.3492,125.653
64,141.969,76.9915,126.159
65,141.366,77.8087,125.746
66,141.088,78.4217,125.253
67,141.561,79.2813,125.108
68,142.163,79.0125,124.772
69,142.716,78.91,125.794
70,142.653,78.8736,125.793
71,143.262,78.9854,125.204
72,143.302,79.0468,124.7
73,144.787,79.6132,125.424
74,146.831,78.8265,124.785
75,144.783,79.4052,125.116
76,143.908,79.0847,124.803
77,143.207,79.2832,125.326
