Index,frame
0,143.494
1,144.694
2,144.071
3,144.167
4,142.882
5,144.486
6,144.842
7,144.936
8,143.743
9,140.507
10,140.279
11,137.808
12,139.155
13,137.673
14,138.429
15,139.687
16,141.406
17,137.498
18,138.138
19,135.8
20,137.443
21,139.14
22,135.846
23,138.023
24,137.671
25,137.169
26,137.325
27,139.124
28,138.049
29,138.551
30,138.533
31,140.025
32,138.295
33,137.592
34,138.735
35,138.21
36,137.504
37,133.312
38,134.973
39,134.787
40,134.232
41,134.65
42,135.146
43,134.713
44,134.878
45,135.163
46,137.012
47,136.804
48,136.896
49,137.15
50,136.306
51,133.255
52,131.851
53,131.558
54,132.957
55,132.566
56,132.426
57,131.766
58,132.928
59,130.428
60,132.722
61,132.762
62,131.796
63,132.301
64,133.74
65,128.244
66,128.908
67,130.794
68,130.226
69,134.615
70,134.109
71,136.548
72,135.048
73,136.618
74,135.819
75,134.686
76,133.146
77,136.83
78,136.143
79,138.457
80,136.706
81,134.744
82,138.441
83,136.887
84,136.601
85,136.504
86,136.992
87,135.175
88,136.238
89,135.644
90,135.762
91,135.605
92,134.87
93,136.733
94,135.538
95,136.783
96,134.851
97,140.101
98,139.887
99,138.906
100,140.223
101,139.045
102,138.637
103,139.961
104,138.922
105,138.421
106,136.371
107,136.923
108,137.089
109,137.686
110,136.505
111,140.778
112,142.304
113,142.472
114,140.387
115,140.464
116,141.997
117,142.474
118,141.39
119,144.365
120,142.282
121,140.683
122,142.545
123,142.797
124,139.574
125,144.669
126,144.956
127,143.669
128,144.113
129,143.35
130,142.784
131,142.634
132,143.309
133,143.146
134,143.521
135,143.208
136,143.34
137,143.114
138,143.322
139,143.668
140,144.124
141,143.039
142,143.998
143,142.957
144,143.991
145,144.107
146,143.527
147,143.288
148,143.181
149,144.17
150,143.753
151,144.039
152,145.671
153,144.212
154,144.077
155,143.839
156,145.654
157,145.059
158,144.508
159,144.075
160,143.919
161,144.744
162,143.785
163,144.41
164,143.515
165,143.813
166,145.022
167,144.685
168,144.231
169,144.081
170,144.662
171,144.494
172,144.6
173,144
174,144.875
175,145.013
176,143.726
177,143.714
178,143.584
179,143.315
180,143.671
181,145.489
182,142.886
183,142.729
184,146.35
185,146.655
186,145.564
187,144.78
188,144.967
189,144.667
190,145.244
191,144.748
192,144.857
193,144.887
194,144.525
195,144.706
196,143.952
197,144.884
198,144.673
199,144.383
200,144.28
201,145.469
202,142.382
203,144.329
204,144.011
205,143.709
206,144.475
207,144.399
208,144.842
209,143.978
210,144.257
211,143.309
212,144.034
213,144.397
214,143.971
215,144.227
216,144.538
217,144.015
218,143.556
219,144.666
220,144.496
221,143.973
222,144.812
223,144.066
224,145.098
225,144.753
226,143.984
227,143.982
228,144.097
229,144.463
230,144.993
231,143.957
232,144.029
233,144.842
234,143.691
235,144.613
236,142.965
237,144.579
238,144.435
239,143.264
240,141.194
241,139.504
242,141.711
243,143.292
244,141.042
245,141.636
246,141.448
247,141.685
248,141.645
249,141.665
250,141.636
251,141.829
252,141.64
253,141.22
254,141.58
255,141.118
256,142.38
257,141.608
258,141.65
259,141.624
260,140.616
261,141.517
262,143.148
263,142.379
264,141.66
265,142.524
266,141.572
267,141.965
268,141.672
269,139.965
270,141.656
271,141.543
272,140.586
273,139.923
274,140.846
275,140.656
276,141.409
277,141.771
278,142.079
279,141.395
280,141.672
281,141.671
282,141.039
283,141.627
284,141.637
285,141.877
286,141.649
287,141.638
288,140.135
289,141.524
290,141.637
291,141.644
292,141.632
293,141.603
294,142.355
295,141.713
296,143.111
297,141.851
298,141.875
299,143.262
