Index,frame
0,85.5292
1,85.6366
2,85.1647
3,85.9714
4,85.0728
5,84.581
6,85.0126
7,86.1147
8,85.4565
9,85.2204
10,85.3629
11,85.0426
12,85.0058
13,85.126
14,85.3146
15,85.1236
16,84.7768
17,85.5006
18,84.7224
19,84.9167
20,84.7612
21,84.5114
22,84.8583
23,85.2931
24,84.5581
25,84.9723
26,84.7656
27,84.8991
28,84.8672
29,84.7207
30,84.7455
31,85.341
32,84.6148
33,84.7623
34,84.8006
35,84.5993
36,85.1269
37,84.9095
38,84.8578
39,85.1086
40,84.898
41,83.9147
42,84.6537
43,84.7622
44,84.9189
45,84.5164
46,85.2154
47,85.169
48,84.6757
49,84.6824
50,84.8915
51,84.8361
52,84.9848
53,84.9562
54,85.2977
55,84.821
56,84.804
57,84.8509
58,84.7926
59,84.8036
60,84.9208
61,84.0287
62,84.9752
63,84.6365
64,84.7739
65,84.7613
66,84.6714
67,84.6125
68,84.6505
69,84.6242
70,84.7812
71,84.9578
72,84.7857
73,84.3712
74,84.9194
75,84.729
76,85.2089
77,84.5223
78,84.8545
79,84.9858
80,85.0946
81,85.4145
82,84.9709
83,84.7611
84,85.0667
85,84.7899
86,84.7757
87,84.7874
88,84.8128
89,85.004
90,85.1058
91,85.0636
92,85.4613
93,84.6256
94,85.0381
95,85.2027
96,84.3354
97,84.5812
98,84.752
99,84.6925
100,84.7191
101,85.898
102,85.234
103,85.4728
104,85.1117
105,85.6609
106,85.0717
107,85.1037
108,85.0035
109,85.0711
110,85.1963
111,85.1264
112,85.0065
113,85.3202
114,85.4315
115,85.3124
116,85.3185
117,85.25
118,85.2186
119,85.358
120,84.7029
121,85.6103
122,85.5604
123,85.4845
124,85.4491
125,85.6917
126,85.6489
127,85.6764
128,84.8271
129,85.2673
130,85.4005
131,85.3285
132,85.6079
133,85.7308
134,85.5515
135,85.5063
136,85.5844
137,85.9055
138,85.9788
139,85.4321
140,85.7032
141,85.7887
142,85.6105
143,85.7665
144,85.7147
145,85.9095
146,86.0407
147,86.0463
148,85.773
149,86.2115
150,85.8548
151,85.8584
152,85.6945
153,86.2284
154,85.7461
155,85.6268
156,86.5051
157,86.2417
158,86.1216
159,86.3056
160,86.19
161,86.1301
162,85.9355
163,85.7921
164,85.9811
165,86.0518
166,86.0372
167,85.9354
168,85.7604
169,86.2201
170,86.2147
171,86.0291
172,86.468
173,86.0798
174,86.2071
175,86.0338
176,85.7669
177,86.1244
178,86.1485
179,85.9188
180,87.0447
181,86.7915
182,86.301
183,86.3306
184,86.3146
185,86.6076
186,85.9972
187,86.0993
188,87.1411
189,86.8004
190,86.3275
191,86.064
192,86.4606
193,86.5628
194,86.4913
195,86.2319
196,86.3991
197,85.9928
198,85.8626
199,86.2919
200,86.1383
201,86.1039
202,86.2694
203,86.1925
204,86.6225
205,86.2525
206,85.7457
207,85.6804
208,86.5771
209,85.8702
210,86.3194
211,85.3031
212,86.4393
213,86.2145
214,86.2221
215,86.6821
216,86.3673
217,86.1585
218,86.5607
219,86.3734
220,86.6548
221,86.2687
222,85.9172
223,86.3378
224,86.4155
225,86.3385
226,86.4576
227,86.6439
228,86.9478
229,86.255
230,86.1695
231,86.5176
232,85.4153
233,85.7856
234,86.2498
235,86.4316
236,86.8531
237,86.0936
238,86.4157
239,86.5474
240,86.111
241,86.0883
242,86.2876
243,86.1024
244,86.1473
245,85.8795
246,86.3346
247,86.2443
248,86.1101
249,85.57
250,86.3103
251,86.7315
252,86.3013
253,86.2871
254,86.1329
255,86.6214
256,86.3629
257,86.5459
258,86.5805
259,86.3697
260,86.3856
261,86.3208
262,86.3033
263,86.357
264,86.097
265,85.8825
266,86.5283
267,86.6206
268,85.7387
269,85.9482
270,85.9422
271,86.3338
272,86.0574
273,85.8967
274,86.228
275,85.7264
276,86.0533
277,86.036
278,85.6003
279,85.8184
280,85.7893
281,85.616
282,86.1741
283,85.8575
284,85.9183
285,85.7602
286,85.5918
287,85.3108
288,84.5426
289,85.3618
290,85.5344
291,84.9701
292,86.2053
293,85.6711
294,85.4373
295,85.5012
296,85.3508
297,85.5816
298,85.3719
299,85.3934
